user_id,registration_date,city,age
588,2026-02-14 06:43:45,Новосибирск,62
589,2026-05-20 13:12:00,Новосибирск,54
590,2026-03-17 09:09:24,Ростов-на-Дону,32
591,2026-02-19 06:58:48,Ростов-на-Дону,20
592,2025-09-14 16:23:26,Нижний Новгород,65
593,2026-03-10 15:23:42,Самара,63
594,2025-10-17 20:59:46,Ростов-на-Дону,42
595,2026-07-04 19:26:03,Казань,49
596,2025-09-30 07:35:33,Москва,26
597,2026-01-04 11:49:43,Уфа,55
598,2026-07-21 15:56:39,Нижний Новгород,24
599,2025-11-16 16:45:33,Самара,24
600,2025-10-03 17:44:53,Уфа,47
601,2026-01-06 21:11:56,Москва,64
602,2026-05-17 21:42:11,Казань,44
603,2026-05-05 03:42:02,Казань,22
604,2026-02-16 00:13:22,Самара,68
605,2025-12-24 10:08:58,Екатеринбург,39
606,2026-02-07 02:43:37,Красноярск,62
607,2026-04-30 06:43:11,Ростов-на-Дону,59
608,2025-11-09 19:04:29,Санкт-Петербург,39
609,2025-10-21 20:02:08,Уфа,42
610,2025-10-30 19:35:22,Нижний Новгород,58
611,2026-04-05 06:32:20,Самара,52
612,2026-08-12 05:36:19,Москва,57
613,2026-04-17 17:38:33,Санкт-Петербург,33
614,2026-07-06 14:46:23,Екатеринбург,32
615,2026-03-24 15:59:12,Санкт-Петербург,45
616,2025-10-19 23:55:46,Санкт-Петербург,66
617,2025-11-08 22:19:44,Санкт-Петербург,46
618,2026-08-01 01:26:32,Казань,62
619,2026-08-14 16:01:42,Екатеринбург,19
620,2026-02-16 22:40:04,Москва,38
621,2026-01-24 10:44:01,Москва,36
622,2026-03-09 14:25:50,Нижний Новгород,41
623,2025-09-10 14:44:49,Ростов-на-Дону,27
624,2025-12-10 16:24:01,Новосибирск,51
625,2025-12-26 13:20:11,Ростов-на-Дону,54
626,2025-12-25 11:08:17,Казань,28
627,2026-01-08 17:45:45,Казань,23
628,2025-12-05 03:37:31,Красноярск,42
629,2026-06-18 13:34:37,Красноярск,61
630,2026-01-16 20:44:01,Новосибирск,49
631,2025-09-21 01:25:59,Красноярск,27
632,2026-03-17 02:52:42,Новосибирск,47
633,2026-01-27 09:33:54,Екатеринбург,47
634,2026-05-16 20:56:47,Екатеринбург,60
635,2026-05-23 18:35:51,Москва,69
636,2025-11-27 12:59:55,Самара,36
637,2026-09-06 04:47:33,Уфа,28
638,2026-06-07 01:20:09,Санкт-Петербург,46
639,2026-03-22 11:19:49,Нижний Новгород,55
640,2025-10-23 07:15:16,Екатеринбург,58
641,2026-06-22 21:00:31,Ростов-на-Дону,62
642,2026-05-17 11:39:47,Екатеринбург,47
643,2026-09-04 12:17:54,Екатеринбург,30
644,2026-07-22 03:26:49,Ростов-на-Дону,48
645,2025-10-04 13:37:03,Санкт-Петербург,33
646,2025-11-26 13:38:28,Ростов-на-Дону,54
647,2025-10-14 08:05:39,Нижний Новгород,54
648,2025-12-22 16:24:38,Екатеринбург,62
649,2026-04-24 05:19:20,Екатеринбург,19
650,2026-01-24 21:06:57,Ростов-на-Дону,35
651,2026-03-06 07:54:57,Москва,54
652,2026-02-20 02:59:34,Москва,56
653,2026-02-21 11:13:02,Самара,36
654,2026-03-06 07:45:33,Новосибирск,56
655,2025-11-10 16:25:04,Нижний Новгород,32
656,2026-07-11 01:15:46,Новосибирск,57
657,2026-06-06 15:20:48,Екатеринбург,61
658,2026-01-26 22:51:28,Казань,58
659,2026-07-13 12:46:48,Санкт-Петербург,58
660,2025-10-16 09:10:51,Москва,37
661,2025-09-16 05:24:58,Самара,20
662,2025-12-24 23:14:28,Красноярск,41
663,2026-07-13 07:29:03,Казань,23
664,2026-01-17 11:06:38,Екатеринбург,38
665,2026-04-19 09:45:28,Ростов-на-Дону,29
666,2026-04-08 23:09:04,Новосибирск,26
667,2025-11-05 07:12:45,Уфа,41
668,2026-07-17 20:02:54,Уфа,50
669,2026-06-19 11:45:32,Екатеринбург,28
670,2025-10-17 03:40:15,Екатеринбург,70
671,2025-09-09 17:45:51,Самара,69
672,2026-01-08 22:32:22,Екатеринбург,65
673,2025-09-25 00:50:37,Нижний Новгород,69
674,2025-11-01 13:29:34,Санкт-Петербург,47
675,2026-08-21 20:24:08,Санкт-Петербург,27
676,2026-01-05 08:56:38,Новосибирск,61
677,2026-02-02 15:24:55,Ростов-на-Дону,69
678,2026-04-07 22:53:51,Уфа,41
679,2026-02-05 13:07:01,Санкт-Петербург,68
680,2025-09-28 15:38:34,Ростов-на-Дону,18
681,2026-03-23 08:25:00,Екатеринбург,52
682,2025-10-02 21:11:16,Санкт-Петербург,47
683,2026-01-13 13:44:35,Нижний Новгород,61
684,2025-12-21 21:36:10,Екатеринбург,55
685,2026-04-11 07:11:25,Ростов-на-Дону,70
686,2026-03-26 20:51:26,Нижний Новгород,24
687,2026-08-24 06:01:03,Новосибирск,48
688,2026-04-22 06:12:28,Москва,57
689,2026-02-20 05:15:02,Уфа,38
690,2025-11-06 13:26:42,Красноярск,32
691,2026-05-23 16:22:04,Санкт-Петербург,58
692,2025-11-23 01:55:06,Самара,62
693,2026-05-28 04:43:59,Екатеринбург,59
694,2026-05-07 23:59:55,Ростов-на-Дону,25
695,2025-12-21 15:31:00,Казань,20
696,2026-07-14 12:37:15,Москва,37
697,2025-10-19 18:01:49,Самара,25
698,2025-10-14 20:45:24,Санкт-Петербург,33
699,2026-03-06 21:14:12,Уфа,26
700,2026-03-25 08:36:38,Ростов-на-Дону,47
701,2026-03-27 08:04:05,Нижний Новгород,60
702,2025-12-01 07:52:15,Уфа,44
703,2026-03-14 11:10:27,Красноярск,65
704,2026-04-29 23:32:15,Казань,44
705,2025-10-13 20:54:50,Санкт-Петербург,49
706,2026-07-31 18:04:01,Красноярск,44
707,2026-05-06 20:41:26,Екатеринбург,20
708,2025-09-25 12:11:05,Нижний Новгород,31
709,2026-05-16 14:44:53,Самара,46
710,2025-10-08 02:03:06,Новосибирск,41
711,2025-10-07 22:25:33,Санкт-Петербург,61
712,2025-09-17 03:29:59,Нижний Новгород,52
713,2026-05-22 22:40:16,Нижний Новгород,21
714,2025-12-21 16:08:15,Ростов-на-Дону,35
715,2025-10-04 19:57:22,Новосибирск,25
716,2026-07-01 22:03:25,Самара,23
717,2026-01-20 22:15:22,Новосибирск,59
718,2025-12-16 09:33:42,Красноярск,19
719,2026-05-21 13:30:10,Москва,68
720,2025-10-14 15:38:41,Нижний Новгород,33
721,2026-05-24 16:05:36,Казань,68
722,2026-03-19 19:37:04,Красноярск,31
723,2026-02-19 00:36:33,Санкт-Петербург,66
724,2026-02-09 14:52:53,Уфа,31
725,2026-08-07 21:36:28,Красноярск,31
726,2025-12-27 02:18:15,Новосибирск,39
727,2026-05-29 13:26:29,Казань,68
728,2026-06-03 01:53:21,Красноярск,18
729,2026-07-16 10:49:01,Екатеринбург,27
730,2026-07-14 11:59:53,Казань,52
731,2026-04-30 11:40:04,Екатеринбург,69
732,2025-11-30 21:18:15,Казань,25
733,2026-08-13 19:32:47,Москва,26
734,2026-06-04 07:10:48,Москва,40
735,2025-12-02 18:04:29,Новосибирск,55
736,2026-06-07 20:01:01,Нижний Новгород,19
737,2025-10-26 02:06:10,Казань,34
738,2026-04-30 05:00:02,Москва,26
739,2026-05-06 01:11:16,Ростов-на-Дону,51
740,2026-07-07 20:13:35,Санкт-Петербург,65
741,2025-10-09 05:58:16,Санкт-Петербург,48
742,2026-03-09 03:15:30,Самара,67
743,2026-06-23 07:07:04,Нижний Новгород,50
744,2026-07-29 16:01:43,Красноярск,24
745,2025-09-23 21:32:57,Самара,50
746,2025-11-10 14:41:16,Новосибирск,57
747,2026-02-10 15:55:57,Москва,64
748,2026-09-01 02:59:51,Уфа,37
749,2026-07-08 03:03:12,Самара,59
750,2026-03-09 01:57:28,Москва,21
751,2026-02-26 12:59:03,Самара,43
752,2025-10-22 06:17:48,Ростов-на-Дону,61
753,2026-04-15 08:38:31,Санкт-Петербург,49
754,2026-02-18 01:00:30,Самара,22
755,2026-08-30 00:01:33,Санкт-Петербург,38
756,2026-02-15 09:07:19,Красноярск,27
757,2025-09-25 23:00:35,Санкт-Петербург,26
758,2025-12-02 12:12:55,Екатеринбург,57
759,2026-05-19 05:16:18,Красноярск,53
760,2026-05-04 06:01:37,Нижний Новгород,42
761,2026-09-06 02:48:12,Красноярск,51
762,2025-09-23 12:30:38,Екатеринбург,47
763,2026-06-30 23:36:38,Уфа,56
764,2026-05-27 19:20:11,Ростов-на-Дону,24
765,2026-05-02 09:37:08,Санкт-Петербург,59
766,2025-11-08 18:22:29,Уфа,64
767,2026-07-05 14:10:54,Новосибирск,45
768,2026-08-05 23:20:36,Самара,32
769,2026-03-15 06:56:17,Ростов-на-Дону,39
770,2026-04-25 06:56:51,Самара,43
771,2026-03-17 23:43:03,Ростов-на-Дону,64
772,2025-09-15 14:12:35,Санкт-Петербург,38
773,2026-05-06 09:35:40,Ростов-на-Дону,38
774,2026-03-04 04:14:22,Екатеринбург,41
775,2025-11-17 03:29:57,Казань,61
776,2026-03-18 19:22:59,Самара,22
777,2026-04-03 11:05:22,Санкт-Петербург,23
778,2025-12-29 10:28:16,Санкт-Петербург,45
779,2026-07-25 06:51:26,Санкт-Петербург,65
780,2026-03-21 03:41:44,Нижний Новгород,69
781,2026-04-30 23:34:09,Казань,53
782,2026-08-18 15:38:39,Москва,55
783,2025-10-25 02:40:41,Уфа,53
784,2025-10-28 05:43:09,Нижний Новгород,60
785,2026-08-05 06:11:25,Санкт-Петербург,44
786,2025-10-12 11:50:49,Нижний Новгород,60
787,2025-10-24 13:22:01,Ростов-на-Дону,64
788,2026-04-04 15:26:58,Москва,36
789,2025-12-30 16:42:00,Красноярск,37
790,2025-09-15 00:23:29,Нижний Новгород,24
791,2026-01-13 21:37:32,Красноярск,50
792,2026-04-27 22:44:56,Новосибирск,27
793,2025-10-06 16:09:14,Самара,32
794,2026-09-01 00:22:26,Санкт-Петербург,40
795,2025-09-18 11:31:59,Уфа,41
796,2026-06-22 03:41:30,Санкт-Петербург,66
797,2026-03-27 02:23:48,Екатеринбург,54
798,2026-04-03 18:50:52,Новосибирск,69
799,2025-09-24 08:48:29,Ростов-на-Дону,53
800,2026-01-06 03:40:40,Красноярск,57
801,2026-06-05 12:18:52,Уфа,19
802,2026-05-29 16:55:51,Красноярск,60
803,2025-09-09 17:16:34,Екатеринбург,19
804,2025-12-29 19:35:11,Казань,35
805,2026-01-23 09:58:20,Екатеринбург,39
806,2025-10-18 06:32:33,Нижний Новгород,18
807,2025-11-17 20:19:48,Казань,27
808,2025-12-11 09:37:52,Красноярск,60
809,2025-11-11 19:42:08,Ростов-на-Дону,22
810,2025-11-12 19:11:27,Казань,65
811,2026-08-18 10:40:45,Москва,23
812,2025-10-19 05:39:09,Уфа,31
813,2025-10-29 08:29:28,Ростов-на-Дону,44
814,2025-11-03 09:59:29,Самара,39
815,2026-08-17 01:19:03,Казань,41
816,2026-07-02 10:18:06,Екатеринбург,64
817,2025-11-30 06:48:49,Нижний Новгород,67
818,2026-02-02 02:35:15,Красноярск,56
819,2026-07-12 22:31:43,Санкт-Петербург,21
820,2026-04-09 20:02:58,Казань,28
821,2026-01-03 04:58:51,Красноярск,21
822,2026-02-07 18:14:29,Санкт-Петербург,35
823,2026-03-25 18:00:09,Самара,60
824,2026-04-29 13:59:08,Ростов-на-Дону,49
825,2026-03-02 20:05:20,Красноярск,46
826,2026-08-15 03:30:56,Ростов-на-Дону,35
827,2026-09-01 17:33:06,Новосибирск,66
828,2026-03-18 12:28:02,Уфа,25
829,2025-11-14 14:19:58,Нижний Новгород,45
830,2026-05-08 02:58:15,Санкт-Петербург,36
831,2026-07-13 11:38:20,Красноярск,49
832,2026-04-28 09:29:57,Уфа,60
833,2026-01-04 01:03:16,Екатеринбург,20
834,2026-05-17 20:23:01,Новосибирск,43
835,2025-11-25 03:46:40,Красноярск,21
836,2026-01-15 22:48:16,Москва,31
837,2026-05-13 07:14:25,Екатеринбург,31
838,2025-10-26 17:32:04,Казань,66
839,2026-04-04 10:47:19,Екатеринбург,36
840,2026-04-01 05:11:31,Нижний Новгород,25
841,2025-10-03 07:33:24,Москва,49
842,2026-02-24 23:12:47,Ростов-на-Дону,29
843,2026-09-05 06:42:02,Казань,42
844,2025-10-29 08:37:27,Уфа,63
845,2026-05-21 19:10:37,Новосибирск,50
846,2026-03-05 12:40:57,Уфа,60
847,2026-02-19 12:07:20,Нижний Новгород,22
848,2025-10-03 04:57:53,Ростов-на-Дону,65
849,2026-05-02 13:47:47,Москва,45
850,2026-08-23 19:44:54,Москва,47
851,2025-10-10 14:30:02,Санкт-Петербург,38
852,2026-07-26 11:09:49,Красноярск,45
853,2026-02-08 05:32:08,Красноярск,43
854,2025-12-27 00:40:54,Ростов-на-Дону,36
855,2026-01-14 19:30:21,Санкт-Петербург,43
856,2026-06-18 10:19:32,Москва,38
857,2026-03-19 12:58:11,Казань,69
858,2026-01-05 11:17:54,Красноярск,47
859,2025-12-22 21:24:40,Нижний Новгород,23
860,2026-01-02 22:24:19,Ростов-на-Дону,24
861,2025-10-16 06:17:29,Новосибирск,45
862,2026-03-12 08:25:44,Красноярск,43
863,2026-02-08 00:16:11,Уфа,23
864,2026-08-24 11:45:57,Ростов-на-Дону,37
865,2025-11-26 16:20:18,Нижний Новгород,32
866,2025-09-23 05:34:53,Нижний Новгород,67
867,2025-09-19 10:03:44,Казань,22
868,2026-03-21 20:22:40,Уфа,58
869,2025-09-15 15:06:09,Санкт-Петербург,51
870,2026-04-10 23:47:15,Уфа,30
871,2026-05-07 15:31:39,Нижний Новгород,40
872,2026-01-18 19:55:26,Казань,33
873,2026-02-11 05:11:02,Санкт-Петербург,27
874,2026-04-24 15:02:11,Екатеринбург,30
875,2026-06-23 03:02:33,Казань,56
876,2026-03-05 20:13:47,Казань,66
877,2026-08-18 18:30:34,Санкт-Петербург,29
878,2025-09-21 01:50:47,Самара,47
879,2026-02-27 03:37:37,Красноярск,66
880,2026-08-29 01:23:53,Красноярск,46
881,2025-11-09 16:02:25,Красноярск,59
882,2026-06-01 08:12:17,Красноярск,38
883,2026-03-19 18:34:02,Нижний Новгород,27
884,2026-07-08 17:47:28,Самара,22
885,2026-06-23 13:32:35,Самара,46
886,2026-01-12 08:40:24,Екатеринбург,68
887,2025-12-26 16:56:46,Екатеринбург,55
888,2026-01-06 20:08:02,Москва,40
889,2026-07-23 12:37:36,Уфа,22
890,2026-02-11 07:47:35,Екатеринбург,47
891,2026-01-05 00:15:10,Самара,20
892,2025-10-05 08:19:47,Москва,41
893,2025-11-03 23:04:01,Екатеринбург,22
894,2025-11-09 13:23:50,Санкт-Петербург,57
895,2026-02-25 21:28:44,Красноярск,50
896,2026-05-21 02:10:30,Ростов-на-Дону,47
897,2026-04-02 05:23:52,Красноярск,53
898,2026-06-01 04:45:00,Москва,46
899,2026-08-04 14:22:01,Красноярск,59
900,2026-05-03 15:07:00,Новосибирск,38
901,2026-09-07 19:36:20,Красноярск,48
902,2026-05-28 19:56:15,Уфа,27
903,2026-07-21 20:30:58,Москва,46
904,2026-01-30 19:18:34,Санкт-Петербург,69
905,2026-02-27 12:46:08,Нижний Новгород,63
906,2025-12-10 15:46:55,Санкт-Петербург,50
907,2025-11-23 13:41:13,Казань,20
908,2026-06-30 02:31:11,Новосибирск,63
909,2026-05-24 14:47:43,Самара,46
910,2026-06-02 04:54:25,Уфа,51
911,2026-04-15 23:32:17,Красноярск,28
912,2026-03-15 16:12:43,Нижний Новгород,41
913,2025-10-03 01:38:33,Екатеринбург,42
914,2026-04-12 06:30:24,Ростов-на-Дону,67
915,2026-05-22 12:54:23,Нижний Новгород,61
916,2026-03-02 06:15:12,Красноярск,21
917,2026-01-22 13:09:09,Нижний Новгород,22
918,2026-06-25 21:20:31,Нижний Новгород,24
919,2026-03-04 00:30:32,Уфа,61
920,2026-03-28 17:25:49,Ростов-на-Дону,36
921,2026-06-09 14:59:56,Екатеринбург,64
922,2025-12-29 04:13:22,Красноярск,27
923,2025-09-26 20:36:49,Нижний Новгород,23
924,2026-05-13 21:05:08,Красноярск,60
925,2025-09-18 18:27:40,Казань,40
926,2026-03-18 06:35:36,Екатеринбург,59
927,2025-11-08 23:52:12,Ростов-на-Дону,26
928,2026-07-08 03:21:55,Красноярск,63
929,2025-10-21 10:43:22,Санкт-Петербург,37
930,2026-04-05 04:28:11,Уфа,42
931,2026-08-10 07:56:27,Нижний Новгород,70
932,2025-09-11 21:18:18,Казань,60
933,2026-08-05 16:37:33,Уфа,23
934,2026-06-14 20:48:51,Ростов-на-Дону,50
935,2025-12-05 05:51:58,Нижний Новгород,19
936,2026-03-13 15:51:27,Нижний Новгород,37
937,2026-02-16 11:19:50,Казань,31
938,2026-03-16 04:27:38,Нижний Новгород,67
939,2025-12-25 03:24:24,Самара,30
940,2026-04-17 02:10:45,Новосибирск,26
941,2025-10-05 15:25:23,Казань,22
942,2025-10-26 00:38:21,Екатеринбург,68
943,2025-09-27 02:49:23,Санкт-Петербург,50
944,2026-03-27 16:56:06,Уфа,65
945,2026-07-01 05:44:07,Уфа,20
946,2026-03-28 08:35:12,Нижний Новгород,67
947,2026-04-23 11:35:53,Красноярск,26
948,2026-06-26 13:32:21,Красноярск,42
949,2025-09-10 11:47:12,Казань,28
950,2026-04-17 02:10:20,Казань,62
951,2026-06-24 22:00:39,Красноярск,69
952,2026-08-25 19:40:48,Казань,64
953,2026-03-05 07:26:51,Самара,20
954,2026-06-19 22:16:00,Ростов-на-Дону,41
955,2026-04-24 06:22:50,Новосибирск,46
956,2026-08-28 10:39:25,Красноярск,36
957,2025-12-03 03:09:26,Самара,32
958,2026-08-12 10:54:34,Уфа,33
959,2025-11-30 00:21:50,Екатеринбург,69
960,2025-12-22 14:12:29,Самара,30
961,2025-10-15 17:51:31,Нижний Новгород,61
962,2026-03-17 22:20:24,Красноярск,46
963,2026-02-28 23:04:39,Самара,67
964,2026-08-06 15:07:57,Екатеринбург,67
965,2025-10-20 02:58:54,Ростов-на-Дону,50
966,2026-06-06 14:43:17,Уфа,44
967,2026-05-15 20:55:13,Казань,70
968,2026-07-09 23:03:21,Новосибирск,69
969,2026-08-21 00:35:34,Красноярск,26
970,2025-09-10 16:14:09,Екатеринбург,21
971,2026-07-10 15:56:55,Самара,41
972,2025-12-23 04:04:00,Уфа,24
973,2025-10-21 01:12:13,Уфа,25
974,2025-11-12 07:00:28,Екатеринбург,23
975,2025-11-15 11:18:40,Казань,35
976,2026-06-10 01:22:50,Самара,50
977,2025-09-19 10:25:31,Казань,45
978,2025-10-22 09:16:50,Санкт-Петербург,32
979,2026-04-21 15:14:47,Самара,40
980,2026-03-27 01:43:24,Москва,44
981,2026-06-19 22:14:34,Москва,43
982,2026-01-15 11:49:05,Уфа,41
983,2026-03-06 13:01:42,Новосибирск,42
984,2026-07-14 14:34:47,Санкт-Петербург,41
985,2025-10-20 16:51:13,Новосибирск,19
986,2025-11-24 07:18:00,Нижний Новгород,24
987,2026-03-03 11:55:55,Нижний Новгород,68
988,2026-03-06 19:41:10,Казань,26
989,2026-08-22 23:49:11,Москва,36
990,2026-08-09 08:27:33,Самара,62
991,2026-04-02 21:49:10,Казань,66
992,2025-10-02 18:00:56,Самара,46
993,2025-11-09 21:41:33,Красноярск,18
994,2025-09-30 09:56:46,Санкт-Петербург,19
995,2026-06-12 17:48:54,Екатеринбург,31
996,2026-04-29 17:06:11,Казань,53
997,2026-06-15 16:06:36,Красноярск,51
998,2026-05-27 07:59:17,Ростов-на-Дону,25
999,2026-02-13 04:25:51,Екатеринбург,33
1000,2025-11-04 11:53:50,Екатеринбург,25
